time_ms,page_progress,page_velocity,spring_progress,spring_velocity
0.0,0.0,18.115941683451336,0.0,0.0
3.3333333333333335,0.05988121032714844,17.803422609965008,0.0008578982855413919,0.5089784606338323
6.666666666666667,0.11862659454345703,17.43412812550863,0.0033555713284320055,0.9840991921039972
10.0,0.1760416030883789,17.005125681559246,0.007382484040406423,1.4267507860954698
13.333333333333334,0.23192596435546875,16.514905293782554,0.01283267179168035,1.8382869151089443
16.666666666666668,0.2860736846923828,15.963796774546307,0.01960462394040996,2.2200262990960216
20.0,0.3382854461669922,15.354291598002117,0.027601167354533995,2.573252733566206
23.333333333333336,0.38837623596191406,14.691253503163656,0.036729350124133586,2.899215175133195
26.666666666666668,0.4361763000488281,13.981886704762777,0.04690032564928348,3.199127880631842
30.0,0.48154735565185547,13.2354736328125,0.05802923727573894,3.4741705960970553
33.333333333333336,0.524383544921875,12.462870279947918,0.07003510363869792,3.725488792051732
36.666666666666664,0.5646171569824219,11.67582670847575,0.08284070486329476,3.9541939417025107
40.0,0.6022195816040039,10.88623603185018,0.09637246975938718,4.161363838789845
43.333333333333336,0.637202262878418,10.105367501576742,0.1105603641375944,4.348042951982494
46.66666666666667,0.669611930847168,9.343266487121582,0.12533778036341348,4.515242812846129
50.0,0.6995210647583008,8.608472347259521,0.140641428256566,4.663942434551297
53.333333333333336,0.7270374298095703,7.9073985417683925,0.156411227433497,4.795088758617652
56.666666666666664,0.7522792816162109,7.244773705800375,0.1725902011821553,4.909597127118922
60.0,0.7753820419311523,6.623502572377523,0.18912437194980214,5.008351777896917
63.333333333333336,0.7964839935302734,6.0449520746866865,0.2059626585166262,5.092206360452742
66.66666666666667,0.8157291412353516,5.509241422017416,0.22305677492036535,5.161984470299419
70.0,0.8332586288452148,5.015496412913005,0.2403611311899364,5.218480199672488
73.33333333333333,0.8492107391357422,4.562131563822429,0.25783273593924383,5.262458702603698
76.66666666666666,0.8637151718139648,4.147072633107504,0.275431100865868,5.294656772467926
80.0,0.8768978118896484,3.7679553031921387,0.29311814719319884,5.31578343021467
83.33333333333333,0.8888721466064453,3.4222523371378584,0.3108581140887894,5.326520521593444
86.66666666666667,0.8997468948364258,3.107420603434245,0.3286174690862189,5.327523321776601
90.0,0.9096202850341797,2.8209408124287925,0.34636482053259177,5.319421145874116
93.33333333333334,0.9185819625854492,2.56040096282959,0.3640708320789239,5.302817963922468
96.66666666666667,0.9267158508300781,2.3235201835632324,0.38170813922608626,5.278293019013993
100.0,0.9340963363647461,2.108164628346761,0.39925126793466215,5.246401447314331
103.33333333333333,0.9407920837402344,1.912363370259603,0.41667655530303516,5.207674898793449
106.66666666666667,0.9468650817871094,1.7343123753865561,0.43396207231423256,5.162622157570714
110.0,0.9523725509643555,1.5723506609598796,0.45108754864850387,5.111729760846421
113.33333333333333,0.9573640823364258,1.4249801635742188,0.4680342995553104,5.055462615461162
116.66666666666667,0.9618864059448242,1.2908379236857097,0.4847851547753088,4.994264611190612
120.0,0.9659824371337891,1.1686921119689941,0.50132438950005,4.928559229946687
123.33333333333334,0.9696903228759766,1.0574301083882651,0.517637657354451,4.858750150116723
126.66666666666667,0.9730434417724609,0.9560505549112956,0.5337119253846323,4.785221845330375
130.0,0.9760732650756836,0.8636474609375,0.5495354110314421,4.708340176999468
133.33333333333334,0.9788103103637695,0.7794022560119629,0.5650975210678897,4.62845298002896
136.66666666666666,0.9812784194946289,0.7025877634684246,0.5803887924767985,4.545890641147898
140.0,0.9835014343261719,0.6325324376424154,0.5954008352432201,4.460966669357384
143.33333333333334,0.9855012893676758,0.5686442057291667,0.6101262770345639,4.37397825803863
146.66666666666666,0.9872989654541016,0.5103786786397299,0.6245587097399423,4.285206838307895
150.0,0.9889097213745117,0.45725901921590173,0.6386926378389197,4.194918623246776
153.33333333333331,0.9903526306152344,0.40883223215738934,0.6525234285686894,4.103365142675883
156.66666666666669,0.9916400909423828,0.36470890045166016,0.6660472638576546,4.010783768177457
160.0,0.9927883148193359,0.32452742258707684,0.6792610939924681,3.9173982281082016
163.33333333333334,0.9938077926635742,0.2879579861958822,0.6921625929847828,3.823419112377252
166.66666666666666,0.9947109222412109,0.25470654169718426,0.7047501156032631,3.7290443667962654
170.0,0.995509147644043,0.2244989077250163,0.7170226560358215,3.634459776838759
